Correct !!! 1     th article is classified as Business   ,actually is  Business  
Correct !!! 1187  th article is classified as World      ,actually is  World     
Correct !!! 1188  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1189  th article is classified as Business   ,actually is  Business  
Correct !!! 1190  th article is classified as World      ,actually is  World     
Correct !!! 1191  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1192  th article is classified as World      ,actually is  World     
Correct !!! 1193  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1194  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1195  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1196  th article is classified as World      ,actually is  World     
Correct !!! 1197  th article is classified as World      ,actually is  World     
Wrong   !!! 1198  th article is classified as World      ,actually is  Business  
Correct !!! 1199  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1200  th article is classified as World      ,actually is  World     
Wrong   !!! 1201  th article is classified as Business   ,actually is  World     
Correct !!! 1202  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1203  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1204  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1205  th article is classified as World      ,actually is  Business  
Correct !!! 1206  th article is classified as World      ,actually is  World     
Correct !!! 1207  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1208  th article is classified as World      ,actually is  World     
Correct !!! 1209  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1210  th article is classified as Business   ,actually is  Business  
Correct !!! 1211  th article is classified as Business   ,actually is  Business  
Correct !!! 1212  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1213  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1214  th article is classified as World      ,actually is  World     
Correct !!! 1215  th article is classified as Business   ,actually is  Business  
Correct !!! 1216  th article is classified as World      ,actually is  World     
Correct !!! 1217  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1218  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1219  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1220  th article is classified as Business   ,actually is  Business  
Correct !!! 1221  th article is classified as World      ,actually is  World     
Correct !!! 1222  th article is classified as Business   ,actually is  Business  
Correct !!! 1223  th article is classified as World      ,actually is  World     
Correct !!! 1224  th article is classified as Business   ,actually is  Business  
Correct !!! 1225  th article is classified as World      ,actually is  World     
Wrong   !!! 1226  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 1227  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1228  th article is classified as World      ,actually is  World     
Correct !!! 1229  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1230  th article is classified as Business   ,actually is  Business  
Correct !!! 1231  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1232  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1233  th article is classified as Sci/Tech   ,actually is  Sports    
Correct !!! 1234  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1235  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 1236  th article is classified as Business   ,actually is  Business  
Correct !!! 1237  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1238  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1239  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1240  th article is classified as World      ,actually is  World     
Wrong   !!! 1241  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1242  th article is classified as Business   ,actually is  Business  
Correct !!! 1243  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1244  th article is classified as Business   ,actually is  Business  
Correct !!! 1245  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1246  th article is classified as World      ,actually is  World     
Correct !!! 1247  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1248  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1249  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1250  th article is classified as Business   ,actually is  Sports    
Correct !!! 1251  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1252  th article is classified as Business   ,actually is  World     
Wrong   !!! 1253  th article is classified as Sports     ,actually is  Business  
Correct !!! 1254  th article is classified as Business   ,actually is  Business  
Correct !!! 1255  th article is classified as Business   ,actually is  Business  
Correct !!! 1256  th article is classified as World      ,actually is  World     
Correct !!! 1257  th article is classified as World      ,actually is  World     
Correct !!! 1258  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1259  th article is classified as Business   ,actually is  Business  
Correct !!! 1260  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1261  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1262  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1263  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1264  th article is classified as World      ,actually is  World     
Correct !!! 1265  th article is classified as World      ,actually is  World     
Correct !!! 1266  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1267  th article is classified as World      ,actually is  World     
Correct !!! 1268  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1269  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1270  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 1271  th article is classified as Business   ,actually is  Business  
Correct !!! 1272  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1273  th article is classified as Sports     ,actually is  World     
Correct !!! 1274  th article is classified as Business   ,actually is  Business  
Correct !!! 1275  th article is classified as Business   ,actually is  Business  
Correct !!! 1276  th article is classified as Business   ,actually is  Business  
Correct !!! 1277  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1278  th article is classified as Business   ,actually is  Business  
Correct !!! 1279  th article is classified as World      ,actually is  World     
Correct !!! 1280  th article is classified as Business   ,actually is  Business  
Correct !!! 1281  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1282  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1283  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1284  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1285  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1286  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
